date,suburb,medianSoldPrice,numberSold,highestSoldPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,ymd,ymd_dt,qtr,date
2013-04-01,Bathurst,317000,35,568000,115,2900000.0,125000.0,4.0,1.0,310.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Bathurst,335000,32,683000,102,2900000.0,69000.0,1.0,,300.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Bathurst,330000,43,812000,111,2900000.0,199000.0,5.0,2.0,310.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Bathurst,325000,43,835000,112,2900000.0,99000.0,4.0,2.0,320.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Bathurst,303000,39,633000,100,2900000.0,99000.0,1.0,,300.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Bathurst,330000,42,2200000,102,2900000.0,99000.0,7.0,4.0,290.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Bathurst,328000,37,810000,106,2900000.0,99000.0,8.0,3.0,300.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Bathurst,330000,37,550000,91,1450000.0,99000.0,3.0,1.0,310.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Bathurst,350000,40,760000,93,1450000.0,99000.0,12.0,5.0,310.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Bathurst,354000,55,750000,82,915000.0,99000.0,9.0,5.0,310.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Bathurst,343000,33,800000,82,925000.0,99000.0,12.0,4.0,310.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Bathurst,343000,48,900000,87,925000.0,99000.0,8.0,,300.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Bathurst,331000,42,1050000,93,1150000.0,99000.0,10.0,3.0,300.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Bathurst,360000,35,660000,83,1150000.0,180000.0,8.0,3.0,310.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Bathurst,370000,56,725000,86,1150000.0,180000.0,14.0,11.0,320.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Bathurst,383000,43,790000,68,1150000.0,235000.0,9.0,4.0,320.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Bathurst,373000,40,1000000,67,1150000.0,260000.0,11.0,6.0,315.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Bathurst,378000,39,1100000,78,1397000.0,275000.0,11.0,3.0,310.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Bathurst,400000,38,1070000,91,1302000.0,215000.0,19.0,3.0,320.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Bathurst,365000,44,1100000,91,1250000.0,215000.0,9.0,5.0,320.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Bathurst,393000,23,850000,83,1250000.0,150000.0,12.0,4.0,330.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Bathurst,440000,31,2850000,89,1250000.0,295000.0,9.0,,330.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Bathurst,415000,39,950000,100,1250000.0,280000.0,5.0,3.0,330.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Bathurst,385000,31,840000,87,1000000.0,279000.0,3.0,1.0,330.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Bathurst,410000,32,880000,77,1000000.0,250000.0,1.0,1.0,340.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Bathurst,425000,37,1000000,102,1000000.0,191000.0,2.0,1.0,340.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Bathurst,390000,42,1130000,119,1248000.0,225000.0,8.0,2.0,340.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Bathurst,393000,37,780000,122,1100000.0,191000.0,5.0,4.0,340.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Bathurst,385000,20,850000,122,1325000.0,191000.0,7.0,3.0,340.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Bathurst,423000,43,1120000,84,1325000.0,191000.0,9.0,3.0,340.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Bathurst,448000,49,1140000,72,1150000.0,191000.0,2.0,1.0,360.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Bathurst,465000,44,1290000,59,1200000.0,279000.0,4.0,4.0,380.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Bathurst,525000,45,910000,61,2450000.0,299000.0,9.0,4.0,380.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Allambie Heights,888000,30,1450000,51,1350000.0,630000.0,5.0,3.0,750.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Allambie Heights,838000,18,1020000,41,1400000.0,600000.0,4.0,2.0,750.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Allambie Heights,850000,21,1130000,42,1475000.0,649000.0,3.0,,790.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Allambie Heights,930000,17,1390000,38,1600000.0,630000.0,5.0,4.0,780.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Allambie Heights,874000,20,1250000,34,1600000.0,690000.0,5.0,4.0,780.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Allambie Heights,903000,26,1600000,33,1400000.0,695000.0,8.0,4.0,740.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Allambie Heights,835000,24,1175000,33,1300000.0,83000.0,3.0,1.0,795.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Allambie Heights,920000,26,1350000,32,1300000.0,750000.0,8.0,5.0,773.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Allambie Heights,995000,19,1406000,23,1200000.0,419000.0,8.0,6.0,820.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Allambie Heights,988000,20,1600000,22,1300000.0,419000.0,7.0,6.0,780.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Allambie Heights,1006000,20,1585000,24,1380000.0,410000.0,9.0,5.0,775.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Allambie Heights,1107000,26,1450000,33,1700000.0,495000.0,15.0,13.0,860.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Allambie Heights,1158000,21,1510000,28,1230000.0,850000.0,13.0,11.0,850.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Allambie Heights,1214000,30,1667000,30,1200000.0,850000.0,19.0,16.0,840.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Allambie Heights,1220000,13,1605000,19,1500000.0,700000.0,5.0,5.0,850.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Allambie Heights,1364000,16,1945000,21,2125000.0,840000.0,14.0,11.0,785.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Allambie Heights,1450000,19,2500000,28,2000000.0,1047000.0,14.0,13.0,950.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Allambie Heights,1410000,28,1850000,35,2000000.0,790000.0,26.0,19.0,935.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Allambie Heights,1351000,15,2250000,18,2000000.0,120000.0,7.0,5.0,885.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Allambie Heights,1521000,21,2150000,21,1950000.0,750000.0,16.0,14.0,875.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Allambie Heights,1586000,17,2200000,20,1950000.0,1150000.0,16.0,14.0,925.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Allambie Heights,1600000,21,2280000,24,2200000.0,1250000.0,15.0,14.0,925.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Allambie Heights,1637000,17,1950000,17,2000000.0,1072000.0,9.0,9.0,875.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Allambie Heights,1690000,23,2350000,23,1890000.0,1072000.0,15.0,13.0,903.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Allambie Heights,1755000,19,2128000,20,1845000.0,1200000.0,12.0,9.0,900.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Allambie Heights,1650000,22,2500000,29,2000000.0,978000.0,23.0,17.0,790.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Allambie Heights,1739000,11,2145000,19,1785000.0,1330000.0,12.0,8.0,820.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Allambie Heights,1650000,14,3030000,20,2400000.0,1350000.0,11.0,8.0,865.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Allambie Heights,1673000,17,2530000,25,2200000.0,1250000.0,18.0,13.0,850.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Allambie Heights,1458000,18,2175000,29,2100000.0,1100000.0,19.0,8.0,825.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Allambie Heights,1705000,18,2070000,24,2100000.0,1150000.0,13.0,9.0,798.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Allambie Heights,1462000,18,2200000,17,2000000.0,1175000.0,10.0,7.0,810.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Allambie Heights,1590000,21,2610000,24,2000000.0,1100000.0,12.0,9.0,850.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Allambie Heights,1770000,23,2620000,25,2294000.0,1095000.0,15.0,13.0,950.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Allambie Heights,1675000,13,2050000,22,2400000.0,1320000.0,10.0,7.0,868.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Allambie Heights,1755000,19,2250000,30,2200000.0,925000.0,13.0,9.0,830.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Allambie Heights,1750000,20,2400000,18,2244000.0,1490000.0,9.0,4.0,860.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Allambie Heights,1950000,31,3360000,30,2520000.0,900000.0,21.0,18.0,870.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Allambie Heights,2200000,32,3570000,25,3000000.0,1300000.0,16.0,16.0,850.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Allambie Heights,2613000,22,3475000,21,3242000.0,1300000.0,13.0,13.0,850.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Yagoona,476000,54,800000,97,1000000.0,125000.0,26.0,16.0,450.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Yagoona,450000,75,770000,109,995000.0,159000.0,37.0,23.0,430.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Yagoona,460000,47,760000,96,1690000.0,159000.0,20.0,9.0,428.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Yagoona,490000,56,975000,108,1050000.0,120000.0,28.0,17.0,450.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Yagoona,470000,63,683000,96,1690000.0,158000.0,20.0,15.0,450.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Yagoona,518000,53,728000,87,1380000.0,159000.0,31.0,21.0,430.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Yagoona,505000,46,661000,75,950000.0,120000.0,13.0,11.0,440.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Yagoona,485000,55,950000,75,970000.0,155000.0,22.0,14.0,450.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Yagoona,547000,53,950000,64,895000.0,330000.0,20.0,13.0,450.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Yagoona,590000,64,1300000,72,1000000.0,179000.0,42.0,36.0,450.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Yagoona,609000,56,1526000,69,1000000.0,165000.0,30.0,23.0,450.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Yagoona,645000,77,1100000,92,998000.0,169000.0,48.0,40.0,460.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Yagoona,658000,44,1100000,60,1780000.0,158000.0,23.0,17.0,480.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Yagoona,686000,64,1550000,64,1500000.0,299000.0,39.0,32.0,480.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Yagoona,745000,57,1360000,62,1500000.0,450000.0,34.0,27.0,480.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Yagoona,786000,66,1905000,76,1500000.0,299000.0,41.0,32.0,480.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Yagoona,790000,66,2162000,72,2800000.0,499000.0,46.0,34.0,465.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Yagoona,770000,50,1400000,84,2800000.0,486000.0,43.0,24.0,480.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Yagoona,791000,51,1250000,81,2993000.0,299000.0,21.0,11.0,490.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Yagoona,790000,49,1500000,84,2993000.0,220000.0,26.0,15.0,475.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Yagoona,823000,52,2436000,75,2993000.0,220000.0,25.0,19.0,480.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Yagoona,843000,55,3400000,71,2993000.0,190000.0,35.0,27.0,500.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Yagoona,821000,37,1620000,49,2993000.0,425000.0,17.0,12.0,520.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Yagoona,880000,42,1621000,57,2000000.0,550000.0,33.0,26.0,520.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Yagoona,870000,52,2011000,62,1700000.0,539000.0,37.0,30.0,500.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Yagoona,860000,36,1350000,62,1699000.0,529000.0,33.0,19.0,520.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Yagoona,850000,34,1400000,60,1699000.0,79000.0,15.0,11.0,510.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Yagoona,865000,41,6700000,67,1700000.0,229000.0,27.0,17.0,500.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Yagoona,800000,29,1250000,69,2150000.0,500000.0,15.0,9.0,490.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Yagoona,820000,25,1415000,69,2150000.0,459000.0,24.0,11.0,490.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Yagoona,769000,21,1185000,58,1380000.0,460000.0,14.0,4.0,480.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Yagoona,720000,29,1306000,60,2000000.0,50000.0,17.0,15.0,460.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Yagoona,794000,46,1560000,69,2000000.0,499000.0,25.0,18.0,480.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Yagoona,820000,56,1879000,75,1500000.0,58000.0,38.0,31.0,480.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Yagoona,870000,26,2060000,60,1500000.0,500000.0,21.0,12.0,480.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Yagoona,808000,32,1250000,67,1300000.0,500000.0,20.0,8.0,480.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Yagoona,765000,39,1495000,54,3999000.0,530000.0,19.0,13.0,480.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Yagoona,873000,64,1217000,72,3999000.0,75000.0,44.0,32.0,480.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Yagoona,935000,54,1450000,60,3999000.0,75000.0,24.0,22.0,450.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Yagoona,1051000,74,2061000,79,3999000.0,560000.0,56.0,43.0,470.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Edgeworth,308000,28,425000,44,630000.0,195000.0,,,330.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Edgeworth,309000,44,630000,48,630000.0,230000.0,1.0,1.0,,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Edgeworth,310000,23,406000,38,420000.0,100000.0,2.0,1.0,340.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Edgeworth,330000,21,465000,39,475000.0,192000.0,,,350.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Edgeworth,330000,30,451000,43,465000.0,200000.0,,,330.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Edgeworth,307000,30,425000,32,430000.0,215000.0,2.0,2.0,330.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Edgeworth,336000,20,392000,23,439000.0,260000.0,1.0,,350.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Edgeworth,349000,33,440000,45,1000000.0,239000.0,,,350.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Edgeworth,349000,26,440000,39,1000000.0,250000.0,1.0,,370.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Edgeworth,349000,26,470000,33,1000000.0,265000.0,,,360.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Edgeworth,365000,24,530000,35,950000.0,265000.0,,,370.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Edgeworth,376000,35,930000,52,950000.0,270000.0,1.0,1.0,360.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Edgeworth,350000,20,465000,40,950000.0,249000.0,,,348.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Edgeworth,358000,28,459000,47,950000.0,230000.0,,,348.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Edgeworth,354000,24,860000,39,895000.0,230000.0,,,355.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Edgeworth,356000,27,555000,38,517000.0,230000.0,2.0,2.0,350.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Edgeworth,393000,37,521000,47,518000.0,250000.0,2.0,2.0,350.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Edgeworth,356000,33,1425000,42,550000.0,33000.0,3.0,3.0,360.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Edgeworth,386000,16,547000,33,570000.0,250000.0,,,378.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Edgeworth,387000,28,581000,38,570000.0,280000.0,,,420.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Edgeworth,380000,31,455000,36,580000.0,300000.0,,,378.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Edgeworth,388000,16,510000,24,600000.0,295000.0,,,390.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Edgeworth,395000,29,695000,34,619000.0,295000.0,,,380.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Edgeworth,423000,33,560000,46,550000.0,300000.0,,,380.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Edgeworth,461000,33,650000,53,645000.0,280000.0,,,400.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Edgeworth,470000,43,1120000,53,760000.0,300000.0,1.0,1.0,400.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Edgeworth,454000,29,753000,42,770000.0,365000.0,,,395.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Edgeworth,482000,32,753000,67,770000.0,300000.0,1.0,,395.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Edgeworth,473000,31,875000,69,873000.0,320000.0,,,410.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Edgeworth,466000,34,615000,91,700000.0,199000.0,,,400.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Edgeworth,460000,30,620000,115,750000.0,205000.0,,,400.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Edgeworth,455000,30,853000,115,750000.0,260000.0,,,408.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Edgeworth,445000,29,635000,112,800000.0,260000.0,2.0,2.0,400.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Edgeworth,460000,24,610000,91,750000.0,220000.0,,,420.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Edgeworth,465000,23,635000,86,750000.0,220000.0,,,400.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Edgeworth,490000,21,640000,111,750000.0,265000.0,1.0,,420.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Edgeworth,496000,40,658000,88,743000.0,310000.0,,,450.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Edgeworth,506000,34,658000,54,670000.0,310000.0,1.0,1.0,430.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Edgeworth,525000,29,680000,41,726000.0,380000.0,1.0,1.0,450.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Edgeworth,610000,34,751000,56,874000.0,395000.0,,,500.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Quakers Hill,433000,148,690000,248,990000.0,309000.0,7.0,2.0,420.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Quakers Hill,429000,169,948000,277,1500000.0,300000.0,3.0,1.0,430.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Quakers Hill,421000,86,890000,204,1500000.0,43000.0,1.0,,430.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Quakers Hill,453000,103,653000,200,1500000.0,43000.0,5.0,2.0,435.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Quakers Hill,449000,118,1300000,206,1300000.0,320000.0,3.0,2.0,425.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Quakers Hill,450000,117,640000,187,1329000.0,320000.0,4.0,1.0,420.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Quakers Hill,471000,110,1275000,174,4200000.0,320000.0,2.0,1.0,440.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Quakers Hill,460000,120,700000,193,1329000.0,320000.0,1.0,1.0,438.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Quakers Hill,483000,144,800000,184,970000.0,295000.0,2.0,1.0,440.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Quakers Hill,501000,134,783000,178,4450000.0,10000.0,7.0,3.0,450.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Quakers Hill,525000,127,1810000,188,900000.0,349000.0,8.0,3.0,450.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Quakers Hill,540000,125,1100000,175,970000.0,379000.0,8.0,4.0,450.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Quakers Hill,560000,128,2000000,168,2500000.0,400000.0,4.0,4.0,460.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Quakers Hill,610000,124,2919000,163,2500000.0,400000.0,9.0,5.0,460.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Quakers Hill,641000,141,6100000,161,1200000.0,300000.0,6.0,6.0,460.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Quakers Hill,700000,102,1250000,148,4500000.0,440000.0,10.0,9.0,460.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Quakers Hill,700000,115,1250000,189,4500000.0,369000.0,22.0,12.0,460.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Quakers Hill,650000,80,1100000,194,4500000.0,400000.0,7.0,1.0,470.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Quakers Hill,690000,96,970000,156,6983000.0,420000.0,1.0,1.0,470.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Quakers Hill,705000,92,987000,159,6983000.0,81000.0,2.0,1.0,475.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Quakers Hill,705000,111,1200000,158,1260000.0,81000.0,6.0,2.0,480.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Quakers Hill,746000,93,995000,127,1260000.0,40000.0,9.0,7.0,465.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Quakers Hill,782000,85,1050000,110,1260000.0,473000.0,5.0,3.0,475.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Quakers Hill,785000,92,1500000,154,1500000.0,424000.0,15.0,5.0,480.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Quakers Hill,796000,91,6000000,155,1260000.0,520000.0,7.0,4.0,480.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Quakers Hill,765000,102,1210000,161,1500000.0,550000.0,12.0,5.0,483.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Quakers Hill,773000,77,7000000,149,1500000.0,499000.0,4.0,1.0,480.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Quakers Hill,730000,76,1280000,174,1500000.0,70000.0,5.0,1.0,480.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Quakers Hill,750000,96,1170000,195,1500000.0,115000.0,6.0,2.0,480.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Quakers Hill,720000,71,1065000,143,1000000.0,60000.0,5.0,2.0,460.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Quakers Hill,702000,57,1000000,131,1000000.0,56000.0,3.0,2.0,460.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Quakers Hill,723000,77,940000,132,1000000.0,52000.0,1.0,,450.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Quakers Hill,755000,96,1100000,153,1150000.0,52000.0,6.0,5.0,460.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Quakers Hill,759000,84,1125000,161,1150000.0,52000.0,5.0,2.0,455.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Quakers Hill,773000,80,3000000,181,1500000.0,52000.0,6.0,3.0,450.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
