date,suburb,medianSoldPrice,numberSold,highestSoldPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,ymd,ymd_dt,qtr,date
2020-01-01,Castle Hill,1490000,89,3842000,177,19999000.0,100000.0,45.0,33.0,650.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Castle Hill,1501000,100,2348000,235,19999000.0,700000.0,63.0,31.0,600.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Castle Hill,1560000,123,8407000,195,6300000.0,860000.0,36.0,24.0,600.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Castle Hill,1531000,170,14006000,196,11000000.0,,75.0,55.0,630.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Castle Hill,1723000,104,3899000,118,11000000.0,160000.0,33.0,28.0,635.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Castle Hill,1878000,163,7600000,174,23000000.0,860000.0,97.0,77.0,645.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Kellyville,633000,124,1135000,289,3500000.0,400000.0,6.0,2.0,595.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Kellyville,639000,125,1250000,311,9650000.0,202000.0,19.0,4.0,648.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Kellyville,645000,111,4500000,290,3500000.0,360000.0,9.0,4.0,630.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Kellyville,640000,137,1427000,282,3900000.0,360000.0,14.0,9.0,620.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Kellyville,599000,198,1100000,304,3600000.0,64000.0,15.0,4.0,620.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Kellyville,665000,147,3500000,341,3300000.0,305000.0,10.0,7.0,650.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Kellyville,678000,136,1370000,330,749900000.0,399000.0,6.0,5.0,620.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Kellyville,703000,152,4840000,327,9650000.0,370000.0,8.0,,625.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Kellyville,770000,140,4700000,341,5500000.0,250000.0,13.0,9.0,610.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Kellyville,779000,188,4300000,328,3499000.0,500000.0,18.0,14.0,650.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Kellyville,807000,185,4350000,264,2195000.0,349000.0,17.0,10.0,640.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Kellyville,880000,154,9850000,301,1500000.0,349000.0,22.0,19.0,630.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Kellyville,865000,156,2525000,247,1600000.0,550000.0,11.0,4.0,640.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Kellyville,925000,141,7000000,225,7000000.0,264000.0,16.0,11.0,660.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Kellyville,935000,106,6500000,197,2180000.0,473000.0,11.0,7.0,633.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Kellyville,1015000,112,1750000,205,1940000.0,410000.0,23.0,19.0,650.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Kellyville,1050000,110,4550000,186,2100000.0,560000.0,32.0,17.0,665.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Kellyville,1118000,98,2000000,264,2000000.0,750000.0,32.0,16.0,650.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Kellyville,1100000,89,22200000,241,1890000.0,650000.0,8.0,6.0,660.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Kellyville,1060000,107,20000000,237,2000000.0,544000.0,12.0,6.0,660.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Kellyville,1080000,93,1950000,224,2599000.0,700000.0,12.0,7.0,665.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Kellyville,1175000,110,1790000,248,2599000.0,,28.0,18.0,670.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Kellyville,1180000,73,2145000,207,2100000.0,630000.0,20.0,13.0,650.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Kellyville,1330000,93,2300000,201,2250000.0,152000.0,36.0,19.0,660.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Kellyville,1308000,100,2300000,220,2700000.0,152000.0,27.0,16.0,670.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Kellyville,1230000,77,2940000,210,3000000.0,100000.0,30.0,17.0,680.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Kellyville,1175000,55,3325000,187,4350000.0,100000.0,12.0,3.0,653.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Kellyville,1170000,88,1870000,258,4350000.0,100000.0,37.0,15.0,650.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Kellyville,1180000,78,1902000,260,3400000.0,2000.0,22.0,7.0,630.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Kellyville,1085000,70,2090000,302,3500000.0,2000.0,27.0,7.0,630.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Kellyville,1050000,59,2900000,244,2900000.0,2000.0,9.0,4.0,620.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Kellyville,1100000,91,4500000,232,6484000.0,2000.0,12.0,4.0,620.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Kellyville,1100000,105,1751000,242,6484000.0,425000.0,12.0,8.0,620.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Kellyville,1200000,158,2650000,310,6484000.0,435000.0,63.0,46.0,620.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Kellyville,1269000,116,2325000,275,6484000.0,680000.0,32.0,20.0,620.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Kellyville,1295000,99,2050000,365,6484000.0,680000.0,35.0,20.0,630.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Kellyville,1308000,126,2600000,241,6484000.0,684000.0,34.0,25.0,650.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Kellyville,1285000,151,2450000,262,6000000.0,785000.0,40.0,30.0,645.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Kellyville,1402000,117,2500000,187,6000000.0,700000.0,36.0,31.0,665.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Kellyville,1560000,114,2680000,167,6000000.0,700000.0,78.0,46.0,695.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Alstonville,380000,19,600000,92,1580000.0,265000.0,8.0,4.0,350.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Alstonville,375000,25,650000,85,1580000.0,45000.0,5.0,,360.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Alstonville,385000,19,500000,88,1580000.0,59000.0,4.0,,380.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Alstonville,410000,22,630000,98,1580000.0,72000.0,8.0,1.0,363.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Alstonville,390000,23,585000,103,1580000.0,39000.0,3.0,,370.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Alstonville,353000,23,561000,102,1580000.0,30000.0,2.0,1.0,370.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Alstonville,400000,16,679000,90,2000000.0,20000.0,2.0,,370.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Alstonville,395000,38,715000,89,1580000.0,89000.0,2.0,1.0,355.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Alstonville,400000,18,875000,101,1580000.0,25000.0,8.0,2.0,380.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Alstonville,410000,25,697000,83,1500000.0,84000.0,5.0,2.0,380.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Alstonville,409000,22,710000,72,1300000.0,80000.0,7.0,1.0,380.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Alstonville,400000,36,655000,85,1300000.0,70000.0,5.0,2.0,385.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Alstonville,443000,22,690000,75,849000.0,70000.0,3.0,1.0,360.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Alstonville,416000,21,763000,71,830000.0,70000.0,5.0,1.0,380.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Alstonville,435000,29,665000,91,830000.0,70000.0,4.0,3.0,395.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Alstonville,445000,30,710000,67,718000.0,58000.0,8.0,5.0,395.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Alstonville,448000,25,705000,53,1295000.0,54000.0,1.0,,400.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Alstonville,485000,19,760000,62,1295000.0,30000.0,8.0,3.0,420.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Alstonville,429000,31,670000,63,800000.0,49000.0,3.0,3.0,390.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Alstonville,450000,31,670000,60,780000.0,50000.0,8.0,3.0,393.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Alstonville,488000,24,930000,47,798000.0,255000.0,7.0,3.0,400.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Alstonville,455000,25,690000,49,850000.0,255000.0,5.0,2.0,440.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Alstonville,475000,22,780000,48,780000.0,255000.0,4.0,2.0,445.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Alstonville,523000,32,4448000,49,795000.0,255000.0,7.0,6.0,450.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Alstonville,550000,25,1350000,50,749000.0,80000.0,8.0,2.0,440.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Alstonville,550000,32,810000,64,1800000.0,80000.0,4.0,2.0,450.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Alstonville,573000,28,770000,52,1800000.0,80000.0,3.0,2.0,450.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Alstonville,557000,17,790000,40,1800000.0,80000.0,1.0,,420.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Alstonville,588000,25,865000,41,1800000.0,330000.0,6.0,2.0,490.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Alstonville,620000,28,1210000,65,1195000.0,182000.0,12.0,5.0,480.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Alstonville,580000,22,1155000,62,1249000.0,89000.0,3.0,2.0,435.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Alstonville,560000,16,780000,42,1097000.0,89000.0,6.0,,493.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Alstonville,533000,19,815000,40,1149000.0,68000.0,3.0,1.0,470.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Alstonville,598000,25,785000,57,1195000.0,68000.0,10.0,4.0,498.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Alstonville,499000,15,800000,55,1097000.0,68000.0,4.0,1.0,480.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Alstonville,552000,15,800000,57,1097000.0,68000.0,5.0,,460.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Alstonville,575000,23,940000,30,800000.0,130000.0,2.0,1.0,420.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Alstonville,628000,34,1050000,39,950000.0,420000.0,4.0,1.0,493.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Alstonville,665000,34,1220000,39,2000000.0,25000.0,1.0,,535.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Alstonville,705000,26,1400000,31,1750000.0,139000.0,6.0,4.0,600.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Ballina,383000,35,1375000,171,1300000.0,50000.0,14.0,3.0,350.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Ballina,359000,24,587000,155,1590000.0,24000.0,7.0,2.0,340.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Ballina,360000,33,780000,151,1590000.0,24000.0,11.0,2.0,335.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Ballina,395000,31,650000,155,1400000.0,65000.0,12.0,4.0,350.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Ballina,325000,25,720000,158,1400000.0,36000.0,8.0,3.0,350.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Ballina,365000,28,620000,148,1400000.0,36000.0,8.0,2.0,350.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Ballina,354000,20,523000,134,7500000.0,36000.0,7.0,2.0,340.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Ballina,390000,21,650000,138,1500000.0,66000.0,5.0,2.0,345.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Ballina,370000,33,1072000,140,7500000.0,130000.0,10.0,2.0,360.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Ballina,364000,42,580000,135,7500000.0,69000.0,9.0,3.0,370.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Ballina,381000,38,725000,141,7500000.0,110000.0,9.0,3.0,370.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Ballina,380000,43,1200000,180,7500000.0,110000.0,17.0,9.0,350.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Ballina,347000,45,660000,164,7500000.0,55000.0,7.0,4.0,373.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Ballina,386000,53,920000,190,10800000.0,55000.0,16.0,6.0,400.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Ballina,426000,50,1700000,165,10800000.0,130000.0,13.0,7.0,400.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Ballina,403000,53,925000,146,10800000.0,145000.0,19.0,11.0,390.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Ballina,423000,50,1350000,126,10800000.0,148000.0,5.0,5.0,393.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Ballina,429000,55,850000,130,10800000.0,63000.0,23.0,16.0,400.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Ballina,397000,30,853000,116,10800000.0,55000.0,8.0,2.0,400.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Ballina,420000,37,1155000,90,10800000.0,55000.0,16.0,9.0,420.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Ballina,450000,46,850000,98,10800000.0,105000.0,5.0,4.0,400.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Ballina,418000,44,1400000,100,5985000.0,105000.0,12.0,11.0,450.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Ballina,460000,51,1560000,77,1590000.0,140000.0,12.0,8.0,420.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Ballina,490000,47,1355000,85,1450000.0,50000.0,12.0,11.0,460.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Ballina,487000,39,900000,94,1450000.0,50000.0,16.0,11.0,430.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Ballina,410000,39,1200000,101,1500000.0,47000.0,15.0,9.0,460.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Ballina,540000,38,1346000,81,2000000.0,47000.0,12.0,8.0,495.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Ballina,535000,39,1225000,84,2000000.0,129000.0,19.0,11.0,450.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Ballina,575000,36,3500000,101,2000000.0,175000.0,15.0,9.0,480.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Ballina,525000,40,1290000,110,1621000.0,149000.0,12.0,5.0,490.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Ballina,524000,40,1700000,99,1621000.0,120000.0,10.0,3.0,480.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Ballina,565000,26,1700000,82,1350000.0,49000.0,9.0,4.0,450.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Ballina,559000,27,1400000,88,2850000.0,49000.0,6.0,3.0,490.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Ballina,620000,56,2100000,120,2850000.0,49000.0,14.0,8.0,500.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Ballina,530000,39,1250000,104,1575000.0,49000.0,11.0,7.0,495.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Ballina,558000,28,910000,107,1395000.0,49000.0,15.0,7.0,480.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Ballina,573000,48,1375000,64,2500000.0,180000.0,4.0,3.0,470.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Ballina,595000,45,2475000,61,2500000.0,220000.0,10.0,7.0,500.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Ballina,723000,35,2200000,47,2500000.0,160000.0,8.0,7.0,560.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Ballina,758000,51,1500000,52,2000000.0,150000.0,20.0,16.0,555.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Banora Point,446000,60,890000,292,1290000.0,149000.0,12.0,4.0,395.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Banora Point,416000,62,790000,267,1400000.0,140000.0,6.0,1.0,400.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Banora Point,430000,72,1350000,240,1400000.0,140000.0,12.0,2.0,400.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Banora Point,435000,61,860000,256,1450000.0,140000.0,5.0,1.0,400.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Banora Point,410000,64,1170000,204,2750000.0,130000.0,7.0,2.0,400.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Banora Point,385000,69,885000,213,2700000.0,128000.0,12.0,4.0,390.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Banora Point,410000,80,980000,205,1549000.0,125000.0,3.0,1.0,395.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Banora Point,417000,72,720000,178,2950000.0,125000.0,5.0,2.0,380.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Banora Point,415000,73,648000,185,1549000.0,119000.0,15.0,4.0,400.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Banora Point,420000,72,800000,194,1549000.0,119000.0,16.0,5.0,435.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Banora Point,450000,81,833000,195,2500000.0,125000.0,6.0,2.0,445.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Banora Point,420000,69,900000,204,2500000.0,125000.0,5.0,2.0,440.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Banora Point,450000,108,1050000,191,2250000.0,125000.0,3.0,2.0,408.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Banora Point,433000,93,950000,211,2200000.0,249000.0,11.0,4.0,430.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Banora Point,415000,99,850000,219,4250000.0,250000.0,10.0,2.0,440.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Banora Point,451000,96,845000,207,4250000.0,250000.0,13.0,2.0,450.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Banora Point,485000,106,764000,202,4250000.0,245000.0,19.0,7.0,490.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Banora Point,483000,108,1020000,203,3750000.0,270000.0,17.0,4.0,450.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Banora Point,497000,98,825000,178,3750000.0,279000.0,19.0,6.0,480.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Banora Point,525000,117,1100000,177,3750000.0,275000.0,25.0,8.0,460.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Banora Point,520000,92,1300000,160,3741000.0,75000.0,12.0,4.0,475.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Banora Point,535000,112,1090000,174,3400000.0,10000.0,19.0,11.0,520.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Banora Point,550000,95,1350000,149,3400000.0,295000.0,8.0,4.0,520.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
2017-04-01,Banora Point,585000,112,995000,175,3400000.0,49000.0,14.0,4.0,520.0,2017-5-1,2017-05-01,2017Q2,2017-04-01
2017-07-01,Banora Point,566000,98,2618000,176,2650000.0,289000.0,8.0,2.0,500.0,2017-8-1,2017-08-01,2017Q3,2017-07-01
2017-10-01,Banora Point,578000,105,2650000,183,2650000.0,279000.0,12.0,5.0,533.0,2017-11-1,2017-11-01,2017Q4,2017-10-01
2018-01-01,Banora Point,569000,77,1400000,155,2650000.0,200000.0,12.0,5.0,540.0,2018-2-1,2018-02-01,2018Q1,2018-01-01
2018-04-01,Banora Point,605000,69,990000,152,2650000.0,240000.0,13.0,2.0,550.0,2018-5-1,2018-05-01,2018Q2,2018-04-01
2018-07-01,Banora Point,600000,92,1400000,168,2650000.0,53000.0,15.0,3.0,545.0,2018-8-1,2018-08-01,2018Q3,2018-07-01
2018-10-01,Banora Point,640000,76,1500000,175,1400000.0,220000.0,10.0,4.0,550.0,2018-11-1,2018-11-01,2018Q4,2018-10-01
2019-01-01,Banora Point,605000,71,1147000,165,1350000.0,200000.0,12.0,4.0,550.0,2019-2-1,2019-02-01,2019Q1,2019-01-01
2019-04-01,Banora Point,585000,84,1000000,189,1300000.0,290000.0,8.0,3.0,545.0,2019-5-1,2019-05-01,2019Q2,2019-04-01
2019-07-01,Banora Point,590000,84,1550000,225,1595000.0,210000.0,11.0,1.0,550.0,2019-8-1,2019-08-01,2019Q3,2019-07-01
2019-10-01,Banora Point,627000,98,1200000,241,1700000.0,199000.0,5.0,1.0,580.0,2019-11-1,2019-11-01,2019Q4,2019-10-01
2020-01-01,Banora Point,615000,97,1280000,231,1790000.0,285000.0,11.0,4.0,580.0,2020-2-1,2020-02-01,2020Q1,2020-01-01
2020-04-01,Banora Point,630000,62,1550000,240,1690000.0,185000.0,2.0,,580.0,2020-5-1,2020-05-01,2020Q2,2020-04-01
2020-07-01,Banora Point,634000,89,1325000,168,1690000.0,185000.0,5.0,1.0,625.0,2020-8-1,2020-08-01,2020Q3,2020-07-01
2020-10-01,Banora Point,665000,126,1545000,177,2600000.0,185000.0,7.0,3.0,605.0,2020-11-1,2020-11-01,2020Q4,2020-10-01
2021-01-01,Banora Point,702000,115,3100000,130,2600000.0,110000.0,4.0,3.0,610.0,2021-2-1,2021-02-01,2021Q1,2021-01-01
2021-04-01,Banora Point,766000,128,1803000,154,3000000.0,300000.0,16.0,10.0,625.0,2021-5-1,2021-05-01,2021Q2,2021-04-01
2011-07-01,Byron Bay,555000,19,1800000,172,8000000.0,50000.0,20.0,2.0,500.0,2011-8-1,2011-08-01,2011Q3,2011-07-01
2011-10-01,Byron Bay,608000,24,2727000,166,9000000.0,2000.0,13.0,5.0,550.0,2011-11-1,2011-11-01,2011Q4,2011-10-01
2012-01-01,Byron Bay,620000,23,2500000,170,8000000.0,279000.0,14.0,2.0,540.0,2012-2-1,2012-02-01,2012Q1,2012-01-01
2012-04-01,Byron Bay,567000,31,4140000,164,7000000.0,299000.0,10.0,3.0,550.0,2012-5-1,2012-05-01,2012Q2,2012-04-01
2012-07-01,Byron Bay,570000,33,2000000,157,8500000.0,279000.0,13.0,5.0,500.0,2012-8-1,2012-08-01,2012Q3,2012-07-01
2012-10-01,Byron Bay,644000,34,3400000,153,15000000.0,30000.0,15.0,8.0,600.0,2012-11-1,2012-11-01,2012Q4,2012-10-01
2013-01-01,Byron Bay,536000,33,7250000,126,15000000.0,95000.0,14.0,1.0,640.0,2013-2-1,2013-02-01,2013Q1,2013-01-01
2013-04-01,Byron Bay,539000,33,1850000,124,10000000.0,95000.0,10.0,7.0,580.0,2013-5-1,2013-05-01,2013Q2,2013-04-01
2013-07-01,Byron Bay,576000,30,2705000,126,7000000.0,229000.0,14.0,9.0,550.0,2013-8-1,2013-08-01,2013Q3,2013-07-01
2013-10-01,Byron Bay,610000,37,2500000,102,7500000.0,100000.0,14.0,11.0,700.0,2013-11-1,2013-11-01,2013Q4,2013-10-01
2014-01-01,Byron Bay,632000,32,1725000,105,7000000.0,390000.0,8.0,1.0,610.0,2014-2-1,2014-02-01,2014Q1,2014-01-01
2014-04-01,Byron Bay,702000,27,5900000,112,7000000.0,330000.0,8.0,4.0,600.0,2014-5-1,2014-05-01,2014Q2,2014-04-01
2014-07-01,Byron Bay,593000,25,1355000,85,7000000.0,359000.0,6.0,3.0,590.0,2014-8-1,2014-08-01,2014Q3,2014-07-01
2014-10-01,Byron Bay,775000,37,3400000,102,12000000.0,380000.0,13.0,6.0,695.0,2014-11-1,2014-11-01,2014Q4,2014-10-01
2015-01-01,Byron Bay,891000,40,4200000,104,12000000.0,359000.0,3.0,2.0,663.0,2015-2-1,2015-02-01,2015Q1,2015-01-01
2015-04-01,Byron Bay,960000,34,6300000,97,12000000.0,259000.0,8.0,4.0,650.0,2015-5-1,2015-05-01,2015Q2,2015-04-01
2015-07-01,Byron Bay,925000,37,2220000,95,12000000.0,259000.0,11.0,5.0,600.0,2015-8-1,2015-08-01,2015Q3,2015-07-01
2015-10-01,Byron Bay,864000,46,3610000,97,12000000.0,259000.0,11.0,7.0,650.0,2015-11-1,2015-11-01,2015Q4,2015-10-01
2016-01-01,Byron Bay,737000,34,5950000,74,7500000.0,225000.0,5.0,3.0,700.0,2016-2-1,2016-02-01,2016Q1,2016-01-01
2016-04-01,Byron Bay,1220000,26,5600000,63,7500000.0,225000.0,11.0,8.0,650.0,2016-5-1,2016-05-01,2016Q2,2016-04-01
2016-07-01,Byron Bay,940000,23,5600000,52,7500000.0,349000.0,9.0,4.0,658.0,2016-8-1,2016-08-01,2016Q3,2016-07-01
2016-10-01,Byron Bay,1171000,36,8000000,67,8500000.0,280000.0,14.0,6.0,800.0,2016-11-1,2016-11-01,2016Q4,2016-10-01
2017-01-01,Byron Bay,1600000,25,4250000,58,8000000.0,220000.0,11.0,5.0,800.0,2017-2-1,2017-02-01,2017Q1,2017-01-01
